,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
52,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Mobile,14388.0,Region 6,Texas,Region 6,0.0617497787,2012.0
54,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
55,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
56,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
57,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
58,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
59,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
60,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
61,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Montgomery,22500.0,Region 6,Texas,Region 6,0.0617497787,2012.0
63,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
64,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
65,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
66,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
67,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
68,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
69,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
70,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 6,Texas,Region 6,0.0617497787,2012.0
72,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
73,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
74,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
75,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
76,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
77,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
78,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
79,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 6,Texas,Region 6,0.0617497787,2012.0
81,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
82,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
83,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
84,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
85,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
86,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
87,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
88,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 6,Texas,Region 6,0.0617497787,2012.0
90,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
91,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
92,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
93,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
94,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
95,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
96,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
97,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 6,Texas,Region 6,0.0617497787,2012.0
99,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
100,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
101,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
102,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
103,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
104,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
105,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
106,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 6,Texas,Region 6,0.0617497787,2012.0
108,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
109,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
110,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
111,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
112,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
113,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
114,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
115,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Winter Park,29141.0,Region 6,Texas,Region 6,0.0617497787,2012.0
117,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
118,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
119,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
120,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
121,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
122,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
123,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
124,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Tampa,30524.0,Region 6,Texas,Region 6,0.0617497787,2012.0
126,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
127,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
128,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
129,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
130,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
131,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
132,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
133,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Miami,17242.0,Region 6,Texas,Region 6,0.0617497787,2012.0
135,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
136,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
137,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
138,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
139,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
140,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
141,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
142,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Orange Park,23984.0,Region 6,Texas,Region 6,0.0617497787,2012.0
144,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
145,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
146,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
147,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
148,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
149,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
150,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
151,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Largo,6266.0,Region 6,Texas,Region 6,0.0617497787,2012.0
153,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
154,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
155,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
156,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
157,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
158,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
159,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
160,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Baton Rouge,26599.0,Region 6,Texas,Region 6,0.0617497787,2012.0
162,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
163,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
164,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
165,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
166,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
167,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
168,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
169,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 6,Texas,Region 6,0.0617497787,2012.0
171,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
172,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
173,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
174,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
175,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
176,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
177,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
178,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 6,Texas,Region 6,0.0617497787,2012.0
180,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
181,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
182,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
183,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
184,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
185,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
186,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
187,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Region 6,Texas,Region 6,0.0617497787,2012.0
189,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
190,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
191,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
192,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
193,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
194,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
195,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
196,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Westerville,21238.0,Region 6,Texas,Region 6,0.0617497787,2012.0
198,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
199,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
200,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
201,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
202,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
203,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
204,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
205,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cincinnati,29521.0,Region 6,Texas,Region 6,0.0617497787,2012.0
207,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
208,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
209,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
210,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
211,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
212,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
213,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
214,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Ravenna,26330.0,Region 6,Texas,Region 6,0.0617497787,2012.0
216,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
217,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
218,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
219,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
220,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
221,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,"Boards 2, 46, 55, and 68",Ohio,"Boards 2, 46, 55, and 68",0.0744446332,2012.0
222,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Boards 23 and 45,Ohio,Boards 23 and 45,0.0777054875,2012.0
223,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Cuyahoga Falls,25988.0,Region 6,Texas,Region 6,0.0617497787,2012.0
225,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Region 2,Alabama,Region 2,0.0660446726,2012.0
226,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Region 3,Alabama,Region 3,0.0612054452,2012.0
227,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Circuit 10,Florida,Circuit 10,0.0599289688,2012.0
228,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Circuit 1,Florida,Circuit 1,0.0681321317,2012.0
229,fortis college,36609-2012     ,Proprietary,35,96100,79757,0,0,0,746,99405,161560,Centerville,25246.0,Regions 2 and 9,Louisiana,Regions 2 and 9,0.0652548967,2012.0
